Summary_Sentence,Country_A,Country_B,Country_Pair
"Pakistan and Oman cooperate economically, with bilateral trade of $331 million as of 2008–2009.",Oman,Pakistan,Oman_Pakistan
The Pakistan-Oman Joint Investment Company promotes trade between Oman and Pakistan.,Oman,Pakistan,Oman_Pakistan
"The countries also cooperate militarily, with joint exercises and defence procurement.",Oman,Pakistan,Oman_Pakistan
Iran and the United States have had no formal diplomatic relations since 1980.,Iran,United States,Iran_United States
"Pakistan serves as Iran's protecting power in the United States, while Switzerland serves as the United States' protecting power in Iran.",Iran,United States,Iran_United States
"Contacts are carried out through the Iranian Interests Section of the Pakistani Embassy in Washington, D.C., and the US Interests Section of the Swiss Embassy in Tehran.",Iran,United States,Iran_United States
"As of 2018, Supreme Leader of Iran Ali Khamenei banned direct talks with the United States.",Iran,United States,Iran_United States
"Relations between the two nations began in the mid-to-late nineteenth century, when Persia was known to the west as Iran.",Iran,United States,Iran_United States
"Initially, while Persia was very wary of British and Russian colonial interests during the Great Game, the United States was seen as a more trustworthy foreign power, and the Americans Arthur Millspaugh and Morgan Shuster were even appointed treasurers-general by the Shahs of the time.",Iran,United States,Iran_United States
"During World War II, Persia was invaded by the United Kingdom and the Soviet Union, both US allies, but relations continued to be positive after the war until the later years of the government of Mohammad Mosaddegh, who was overthrown by a coup organized by the Central Intelligence Agency and aided by the MI6.",Iran,United States,Iran_United States
"This was followed by an era of very close alliance and friendship between Shah Mohammad Reza Pahlavi's regime and the US government, Persia being one of the US' closest allies, which was in turn followed by a dramatic reversal and disagreement between the two countries after the 1979 Iranian Revolution.",Iran,United States,Iran_United States
Opinions differ as to the cause of the cooling in relations.,Iran,United States,Iran_United States
"Iranian explanations include everything from the natural and unavoidable conflict between the Islamic Revolution on the one hand, and perceived American arrogance and desire for global hegemony on the other.",Iran,United States,Iran_United States
Other explanations include the Iranian government's need for an external bogeyman to furnish a pretext for domestic repression against pro-democratic forces and to bind the government to its loyal constituency.,Iran,United States,Iran_United States
"The United States attributes the worsening of relations to the 1979-81 Iran hostage crisis, Iran's repeated human rights abuses since the Islamic Revolution, and its growing influence in the Middle East.",Iran,United States,Iran_United States
"Since 1995, the United States has had an embargo on trade with Iran.",Iran,United States,Iran_United States
"In 2015 the United States led successful negotiations for a nuclear deal (the Joint Comprehensive Plan of Action) intended to dismantle Iran's nuclear weapons capabilities, and when Iran complied in 2016, sanctions on Iran were lifted.",Iran,United States,Iran_United States
The Trump administration withdrew from the nuclear deal and re-imposed the sanctions in 2018.,Iran,United States,Iran_United States
"Since this time, relations between the United States and Iran have worsened, and the two countries came close to conflict during the 2019–20 Persian Gulf crisis.",Iran,United States,Iran_United States
"According to a 2013 BBC World Service poll, 5% of Americans view Iranian influence positively, with 87% expressing a negative view, the most unfavorable perception of Iran in the world.",Iran,United States,Iran_United States
"On the other hand, research has shown that most Iranians hold a positive attitude about the American people, though not the US government.",Iran,United States,Iran_United States
"According to a 2019 survey by IranPoll, 13% of Iranians have a favorable view of the United States, with 86% expressing an unfavorable view.",Iran,United States,Iran_United States
"According to a 2018 Pew poll, 39% of Americans say that limiting the power and influence of Iran should be a top foreign policy priority.",Iran,United States,Iran_United States
"Relations tend to improve when the two countries have overlapping goals, such as repelling Sunni militants during the Iraq War and the intervention against ISIS.",Iran,United States,Iran_United States
"Cuba–Russia relations (Russian: Российско-кубинские отношения, Spanish: Relaciones Ruso-Cubanas) reflect the political, economic and cultural exchanges between Cuba and Russia.",Cuba,Russia,Cuba_Russia
These countries have had close cooperation since the days of the Soviet Union.,Cuba,Russia,Cuba_Russia
Russia has an embassy in Havana and a consulate-general in Santiago de Cuba.,Cuba,Russia,Cuba_Russia
Cuba has an embassy in Moscow and an honorary consulate in Saint Petersburg.,Cuba,Russia,Cuba_Russia
"Around 55,000 people of Russian descent live in Cuba.",Cuba,Russia,Cuba_Russia
"A 2016 survey shows that 67% of Cubans have a favorable view of Russia, with 8% expressing an unfavorable view.",Cuba,Russia,Cuba_Russia
"Ghana and Jamaica have a Joint Permanent Commission, and there are plans for Ghanaian investment in Jamaica.",Ghana,Jamaica,Ghana_Jamaica
"Papua New Guinea has a High Commission in New Delhi, whilst India operates a High Commission in Port Moresby.",India,Papua New Guinea,India_Papua New Guinea
Thé relationship between both these nations is said to be very cordial and close.,India,Papua New Guinea,India_Papua New Guinea
"Diplomatic and economic relations between Switzerland and Liechtenstein have been close, with Switzerland accepting the role of safeguarding the interests of its smaller neighbour, Liechtenstein.",Liechtenstein,Switzerland,Liechtenstein_Switzerland
 Liechtenstein has an embassy in Bern.,Liechtenstein,Switzerland,Liechtenstein_Switzerland
Switzerland is accredited to Liechtenstein from its Federal Department of Foreign Affairs in Bern and maintains an honorary consulate in Vaduz.,Liechtenstein,Switzerland,Liechtenstein_Switzerland
Grenada has a high commission in London.,Grenada,United Kingdom,Grenada_United Kingdom
"The United Kingdom has a high commission in Barbados, but Grenada has an Honorary Consul.",Grenada,United Kingdom,Grenada_United Kingdom
Both countries are full members of the Commonwealth of Nations.,Grenada,United Kingdom,Grenada_United Kingdom
"It can be seen as one of the closest international relationships in existence, marked by shared history, culture, institutions and language, extensive people-to-people links, aligned security interests, sporting tournaments and vibrant trade and investment cooperation.",Belgium,Netherlands,Belgium_Netherlands
Relations were established after Belgium became independent from the United Kingdom of the Netherlands in 1839.,Belgium,Netherlands,Belgium_Netherlands
Both nations are great allies with cultural similarities and close cooperation between both governments.,Belgium,Netherlands,Belgium_Netherlands
"The language spoken in Belgium is known as Nederlands/Dutch, and is the most-spoken language in both countries.",Belgium,Netherlands,Belgium_Netherlands
"Approximately 35,000 Belgian nationals live in the Netherlands, while there are around 111,000 Dutch nationals in Belgium.",Belgium,Netherlands,Belgium_Netherlands
"Thanks to their shared history and the Dutch language, the Netherlands and Belgium have strong cultural ties.",Belgium,Netherlands,Belgium_Netherlands
"In 1980, the two countries set up the Dutch Language Union to encourage greater cooperation in the field of Dutch language and literature.",Belgium,Netherlands,Belgium_Netherlands
"The Union offers services including language tools like dictionaries and a language advice service, education in and about Dutch, literature and reading skills, and activities promoting the Dutch language in Europe and the rest of the world.",Belgium,Netherlands,Belgium_Netherlands
The Union also works to showcase the two countries’ shared cultural heritage.,Belgium,Netherlands,Belgium_Netherlands
"Belgium has an embassy in The Hague and consulates in Amsterdam, Maastricht, Nijmegen, Roosendaal, Rotterdam, Terneuzen, Vlissingen and Winsum, while the Netherlands has an embassy in Brussels and consulates in Antwerp, Ghent, Liège and Namur.",Belgium,Netherlands,Belgium_Netherlands
"Both nations are members of the European Union and NATO and, together with Luxembourg, form the Low Countries and the Benelux economic union.",Belgium,Netherlands,Belgium_Netherlands
"Many television programmes and series are made mutually between the two countries, such as So You Think You Can Dance, Studio 100 and Benelux' Next Top Model.",Belgium,Netherlands,Belgium_Netherlands
The two countries were joint hosts of the UEFA Euro 2000 football tournament and unsuccessfully made a bid to host the 2018 World Cup football.,Belgium,Netherlands,Belgium_Netherlands
The relations between Panama and the Qing dynasty began in 1909 and modern relations began on 2 January 1922 between Panama and the Beiyang government of China.,China,Panama,China_Panama
"Following the Chinese Civil War in 1949, relations were maintained in Taiwan and the other islands.",China,Panama,China_Panama
"After breaking off relations with the Republic of China in June 2017, Panama established diplomatic relations with the mainland government of the People's Republic of China.",China,Panama,China_Panama
"On 26 July 2017, PRC's Foreign Ministry spokesman said that the trade office of China in Panama has been upgraded to China's Embassy in Panama on 13 July and has started its business.",China,Panama,China_Panama
"On 13 June 2017, the government of Panama switched recognition from Taiwan to China, breaking all ties with the ROC. “",China,Panama,China_Panama
History and socioeconomic reality” were cited as reasons.,China,Panama,China_Panama
"Varela said that the move was backed by diplomatic relationships dating from 1912 and that the move strengthened the existing relationships, despite the fact that those relationships were with the ROC, not the PRC.",China,Panama,China_Panama
"Estonia–United Kingdom relations, or British-Estonian relations, are foreign relations between Estonia and the United Kingdom.",Estonia,United Kingdom,Estonia_United Kingdom
"France–Greece relations, or Franco-Greek relations, are foreign relations between France and Greece.",France,Greece,France_Greece
"In modern times, both countries established diplomatic relations in 1833, three years after Greek Independence.",France,Greece,France_Greece
"France and Greece, due to strong cultural and historical ties, have had a traditionally strong and special relationship and strategic alliance for decades and today enjoy strong diplomatic relations also.",France,Greece,France_Greece
"The two countries are EU, UN and NATO member states and cooperate in many other multilateral organizations, such as the La Francophonie, the Organization for Security and Co-operation in Europe and the Union for the Mediterranean.",France,Greece,France_Greece
Ghana–Ivory Coast relations suffered from the same ups and downs that characterized Ghana-Togo relations.,Ghana,Ivory Coast,Ghana_Ivory Coast
